questionText,answerText
"She was diagnosed a type one diabetic two years ago and had a very tough time dealing with it. She has an attachment issue also; her mother just moved to a much nicer home, and she gets angry and demands to go back to her prior home. We do not understand what is going on, and it is driving us crazy.","There are many possible answers here. It could be that she misses friends, that she felt safe in the other house (emotionally safe and comfortable), or dozens of other things. Will she talk about it when she's not mad? You mentioned that she has an attachment issue. It could also be that she was attached to the house. It's not the same as being attached to a person, but possessions and safe places certainly mean a lot."
"My daughter basically freaked out out of nowhere over me saying “calm down” when she dropped her phone. Within seconds, the situation escalated to her kicking me out on the curb, saying horrifically unspeakable things, and her calling the cops on me. She seems unable to stop herself at times.","Bipolar disorder has a lot of different components. If this is a one-time event, it could be that your daughter had an intense moment of anger and the phrase of asking her to ""calm down"" may have made her feel as though you weren't understanding what she was saying. Bipolar disorder also includes feelings of depression. When this is coupled with intense anger and acting or speaking without thinking, these can be part of bipolar disorder, but that wouldn't be the whole picture of what bipolar disorder would look like. It may be helpful to track differences that you notice in your daughter's mood and any patterns related to the times of day or what seems to lead her to be upset. Patterns are very helpful in figuring out what is happening."
"I've tried working out and eating fruits and vegetables, but I always seem to eat the junk in the house.","I know some people do better when they don't have as much junk food in the house. This is not as tempting then. Having said that, maybe you can reward yourself with different things, such as having dessert on certain days. If you are concerned about mostly eating habits, consider seeing a nutritionist. They can help you find the balance between what it is that you really want and your goals. I'm not sure how this links to happiness for you, but hopefully looking at your choices can lead you toward your goal of being healthier."
"I've felt this way for two years. I feel so much better now then I did when it started, but it is still there in the back of my mind at all times.","Best answer that I can give to you is that some level of de-personalization is quite normal for everyone, it will come and go throughout life, kind of like being on a roller-coaster, ""here it is, then it's gone not to return for quite some time"", like many things, the more that you fixate on it, the more stress it will cause you, consider it part of life, accept it, and move on, now if your having many, many ,many of these episodes or have some auditory or visual hallucination or disturbances or emotional unbalancing that accompany it than that is definitely something to look at, but for the most part nothing to worry about. Hope this helps,C"
"It's been like a couple of years that I've been feeling like this. I don't want to self-diagnose, but I get so sad and cry and then I feel better. But then I get upset with people so quickly, and I hurt their feelings. It's this constant rollercoaster, and it's hard.","Hello, and thank you for your question. Bipolar disorder is generally characterized by extreme changes in mood, ranging from mania (highs) to depression (lows). There are different types; however, so here is a website that gives you a list of symptoms for mania and depression in bipolar disorder: http://www.webmd.com/depression/guide/bipolar-disorder-manic-depression?page=2After reviewing these symptoms, if you believe you may have bipolar disorder, then you may want to see your primary care provider or a counselor. Bipolar disorder is treatable, but for many people it requires the right medication and sometimes counseling to help people make behavior changes that are important for bipolar management. For example, some people may not get regular sleep, but proper rest is important for bipolar management. A counselor may talk to you about this and other lifestyle changes that you may need to make. The good news is that many people live happy, healthy, and productive lives with bipolar disorder. So, if it turns out that you do have bipolar disorder, it doesn't mean that things can't get better. There is currently no ""cure"" for bipolar disorder, but with proper medication and lifestyle management, people can do quite well.Hope this was helpful. Be well.Robin J. Landwehr, DBH, LPC, NCC"
I just need to know if I'm really crazy or not.,"Do an internet research on psychosis symptoms and see if you have several of the symptoms.  If you do, seek a medical evaluation from your primary care physician.  There are great medications and psychotherapy that can help you live your life to the fullest.  There a many people who are diagnosed with psychosis and living a productive life."
"I start to think of an issue that doesn't even matter or something bad that happened years ago. Then, I cry, pull at my hair, plug my ears, hit myself, and throw things. In loud public places, I get on edge and start being sarcastic and moody. I have an awful fear of people leaving me (which normally ends up happening) and I feel like I'm too clingy.","There is a reason you are having breakdowns. I can't agree that they happen for ""no reason at all"".   Finding out the reason is going to be your biggest challenge because that may require you to dig deep into your past, uncover hurtful experiences, or recognize something that would be extremely pain.  However, if you don't find professional help to carefully guide you through whatever you may confront, the symptoms mentioned will continue and may even get worse.  There is a light at the end of the road but you need some help to find the right road to get on so you can see it."
"I have an ex-boyfriend who just lies about everything. He is super lazy. He lies to everyone that he has a good job, builds trust, and then start borrowing money—and large amounts too. It has come to the point where he has gone through several group of friends. He is leaving a trail behind full of friends in debt because he would put on a sob story, borrow money, then disappear. He refuses to work, so he sits at home playing games all day and either lies to his mom for money or lies to his friends. I used to think his lying was due to his drug habit, but now I'm hearing from other ex-friends of his that this started even before the drugs got into his life. He would borrow anywhere from $5,000 to $50,000 from everyone and it would all disappear. He's in debt with bills. He doesn't gamble, but he spends his money on random stuff.
   Although he has this habit of lying compulsively and spending money, he seems to be a good person. He'll always give a homeless person all his change no matter what. My brother has epilepsy and is really antisocial—my ex-boyfriend makes an actual effort to socialize with my brother. He takes him out to the movies and plays video games with him. He drives me to school and work every day and picks me up—just basically the small things that add up to the fact that he's not totally a horrible human being. Is he just simple a pathological liar or is there something that could possibly be deep down in there?","It sounds like you have some ambivalent feelings towards your ex-boyfriend that are difficult to sort out. You notice that there are both desirable and undesirable things about him, and this is true of everyone to one degree or another. One question that I would have for you is, are you satisfied with your relationship with him as it currently stands? Are you happy with the boundaries between the two of you, or would you like them to be different? Negotiating through conflict and establishing different boundaries are definitely things you could work on with the help of a therapist. Another question I would have for you is, what would it mean for you to find out what motivates his behavior? Discovering the roots of such behavior is something that he would have to work on in his own therapy and not something that you and a therapist could discover without him."
"I noticed lately that I've been thinking a lot about death. I don't want to die, and I'm not suicidal. I just think about what would happen if I died or if someone I loved died. I imagine how sad everyone I know would be. I know it isn't worth it, and I definitely want to live and have a future. I just think about it. When I'm driving, I sometimes imagine what would happen if I just let go of the wheel and kept going.","I'll respond to your speculation that if you let go of the steering wheel while driving, you'll end up quite seriously hurt, at the very least.   It is fine to play in your mind with ""what ifs"".   People who write horror movie scripts most likely have some terrible sounding stories and suppositions.If you trust yourself to actually not follow through with an idea that may kill you, and you recognize the difference between thinking dangerous things and doing dangerous things, then go to the next step of understanding more about your thoughts on death.Since you wonder about being missed if you die, it is possible your thoughts about death are from feeling that you are metaphysically dead to people in your life whom you wish would show more interest in you.Play around with your idea as to why you'd consider how people will feel about you if you're not in their lives.This may offer some insight as to your expectations of current relationships with others."
"I was never like this. Recently this year (my first year of high school), I started getting emotional for no reason.","Hello Vancouver, It's really common for people to become very upset over small things sometimes. The small thing is a ""trigger"", and the emotions aren't so much about that event that's happening in the present; they are more connected to old events that evoked the same feeling. You've likely had too much of that feeling in your life and you've developed a sensitivity to it. Look at the small events that are triggers for you and ask yourself what same or similar emotion they evoke. If there's anger there, look underneath that. Is it powerlessness, worthlessness, hurt, shame...?  Then ask yourself when in your life you've experienced TOO much of that feeling. As a child, maybe, but not necessarily. That's the first step, and combined with empathy, compassion and self-esteem, you're starting to build what I call an emotional air conditioner. A good therapist can help you with the rest of this process and with learning ways of coping with emotions daily. I wish you the best."
"I am lazy. I am very aware of the problem and try to talk myself out of it all the time, but I never seem to shake the habits. I try to think of what it is doing to me and my future, but no matter what, I keep creating excuses for myself to continue the procrastination. All I'm ever left with is regrets and a low grade. I am at an all-time low in my life, and I'm not even that old. I've always been a straight-A student, but now I'm getting C's and F's, and it hurts me to know that I am way better than that. It's not even like the work is hard.","Possibly laziness is not the true problem and is only what appears as the problem.Since you describe your laziness as an observable quality, I assume you've not always felt or handled yourself this way.Quite possibly and more likely, the particular conditions of your current life are not ones that are optimal for feeling good about yourself and your involvements.One suggestion is to see if there is any purpose to what you're doing in all the areas in which you see yourself acting from laziness.If you're not able to notice any good purpose, then you may be mistaking ""laziness"" for a significant amount of stress in your life.Stress can be opened and understood.  If stress is what underlies what appears as laziness, then you define the contributors to your stress.Not feeling enough support in your life, financial uncertainty, arguments w people who are close in your life, feeling misunderstood overall or by particular people, all are possibilities.Good luck in learning more about who you are!"
"I am lazy. I am very aware of the problem and try to talk myself out of it all the time, but I never seem to shake the habits. I try to think of what it is doing to me and my future, but no matter what, I keep creating excuses for myself to continue the procrastination. All I'm ever left with is regrets and a low grade. I am at an all-time low in my life, and I'm not even that old. I've always been a straight-A student, but now I'm getting C's and F's, and it hurts me to know that I am way better than that. It's not even like the work is hard.","I am sorry to hear that you are going through such a tough time. It sounds to me like you are suffering from depression to some degree. Have you seen a therapist or talked to anyone about your problems? If not, I would advise that you do so sooner than later so that you can learn what is causing you to be unmotivated and causing difficulty with breaking the cycle that you are in. It is also a good idea to get a medical evaluation from your doctor to rule out any medical causes for your current condition. Most often, difficult situations that life throws at us, along with an inability to think positively, and break bad habits are what cause depression. Some things you can do immediately are seek help from a professional, schedule in time every day to engage in pleasurable (or once pleasurable) activities, exercise daily, and practice thinking more positively. Set a few daily goals for yourself and write them down each morning or the night before. Achieving your goals every day will give you a sense of accomplishment and can lead to feeling more optimistic and capable. Additionally, keep a journal to write down how you are feeling and what ideas you have to help feel better. Sometimes having these ideas written down make it more real and tangible. Know that depression is most often curable but takes work and a desire to change (which you clearly have). Once you start feeling better about yourself and your life, your grades should naturally begin to improve, as you will have more motivation and energy to focus on that particular area. Best of luck to you!"
"I never get infections or scars or anything, and it doesn't bother me if it gets filled up with blood or something, but I'm concerned.","Hi Houston, The fact that you're concerned says a lot. If I was your therapist I'd ask you questions about your worries and how this is causing a problem in your life. You're causing perhaps permanent changes (damage?) to your body, and it's likely you're trying to express something...pain maybe? A therapist can help you to explore what's going on for you and how to get your needs for self-expression met in a more healthy way. Good luck!"
"I feel that I am struggling with undiagnosed bipolar disorder, and it is making my day-to-day life extremely difficult.","It sounds like you are experiencing a great deal of distress and you're wondering if it may meet a diagnosis of Bipolar disorder. There are a few different types of Bipolar diagnoses in the DSM (diagnositc and statistical manual) and the best way to find out if your experiences would meet that diagnosis would be to meet with a mental health professional. You can also look up the diagnosis online and see if what you are going through meets the criteria.One question that I would have for you is, what would it mean for you to find out that you meet the criteria for such a diagnosis? It sounds like whether or not you do, you are suffering and working with a therapist may help you get into a better place."
"For some reason, I look at my phone, and in no time, five hours has passed. During those five hours, I'm playing games and trying to find out how to make my phone fun to use so I don't feel like I wasted my time trying to improve my phone's performance in my life.","Start by spending small amounts of time with your own thoughts and feelings.Always being focused on what a phone offers keeps people at a distance from knowing themselves.As long as you make time to spend in an activity which is not interactive the way a phone is, and instead depends only upon your actions, you will be investing time and energy into your own life.Whether by consciously considering your own interests, or doing housecleaning or chores, by devoting yourself to areas which you decide to be involved in, you will increase your knowledge of your own interests.Then, to not be so involved with your phone will be natural and easy."
"This is my recovery, and I don't feel that it is okay for them to ask this. They told me it is policy due to the fact that I may run into a peer there. I am a peer counselor in the small community that I grew up in. I am in recovery myself. I was asked to come work for this organization after I was two years sober (I was in treatment in this organization). I work with mental health peers and run life skill groups. I don't work with substance peers.","You definitely want to make sure not to inadvertently create an inappropriate dual relationship with a client. In fact, it is not uncommon for state regulatory boards to determine that a clinician and client being in the same 12 step group is professional misconduct. You might want to consider attending a 12 step meeting that is located in a different community than the one you work in.  Another option would be to look for one-on-one or small group recovery support."
"This is my recovery, and I don't feel that it is okay for them to ask this. They told me it is policy due to the fact that I may run into a peer there. I am a peer counselor in the small community that I grew up in. I am in recovery myself. I was asked to come work for this organization after I was two years sober (I was in treatment in this organization). I work with mental health peers and run life skill groups. I don't work with substance peers.","Hello, and thank you for your question. I know that workplaces have some latitude when it comes to requiring certain behaviors from their employees. For example, they may require you to tell them if you get into some kind of legal trouble. But this situation seems completely different. For one thing, 12 step meetings are supposed to be anonymous. I am not sure how they would know that you attended unless you or someone else told them. I agree that it seems like to cross a line. Usually each state has an office that manages complaints related to employment, such as the Department of Labor or EEOC. You may want to see which entity is in your state and contact them. It would be worth asking them to see if this is a legal practice. If it is but you still want/need to stay at this job, then you may want to look for alternate sources of support for your sobriety. There are active online support groups that would allow you to do things from the privacy of your home. SMART Recovery http://www.smartrecovery.org/ is a website that many people like. There are also online groups that specifically discuss the 12 steps. No matter what, I give you a lot of credit for doing your best to keep your sobriety and continuing to see the value in having support. Robin J. Landwehr, DBH, LPCC, NCC"
"I have a relative who is in his twenties. He was in a drug rehabilitation program and got kicked out for using drugs again. No one informed family that he was using drugs again. He subsequently overdosed and was found dead.
 Is their accountability of counselors, therapists or the halfway house for not reporting that he had relapsed? Is there a legal case for failing to report?","I'm so sorry to hear of your loss.  This sounds like a really difficult situation for the whole family.  Since the answer to this question will depend a lot on the applicable state laws, I would suggest talking with a local attorney.  That being said, I see two competing issues here.  On the one side is the duty of confidentiality the counselors owed to your relative.  On the other side is the duty the counselors had to act reasonably to protect your relative from harm.  Generally there is not a requiremt for substance abuse treatment centers to notify family members if an adult client relapses.A local attorney will be able to provide more specific guidance on the legal obligtions and liabilities in this situation."
"I have a relative who is in his twenties. He was in a drug rehabilitation program and got kicked out for using drugs again. No one informed family that he was using drugs again. He subsequently overdosed and was found dead.
 Is their accountability of counselors, therapists or the halfway house for not reporting that he had relapsed? Is there a legal case for failing to report?",I am so sorry for your loss.  Generally therapists only have a duty to report self harm to ones self or others if it is expressed to them.  Often times they will not report relapses due to the fact that proper releases were not signed or patient has specifically asked them not to for fear of shaming or failure again.  I understand this may not be the answer you were hoping for.  I would encourage the family to seek therapy themselves for help coping with such a loss.
What do you do when a therapist and a parent drugs a child and makes up lies in order to stop the other parent's custody visitation?,"This sounds like a potentially serious situation. The most important thing is to make sure the child is safe.  If you suspect that a child is (or has been) harmed, I would strongly recommend that you report your concerns to your local law enforcement or to Child Protective Services. If you don't think that a child is in danger, you can still report your suspicion of counselor misconduct to the state regulatory board."
What do you do when a therapist and a parent drugs a child and makes up lies in order to stop the other parent's custody visitation?,"I will admit I am confused about this question. Are you the other parent in question or a concerned coworker of this therapist? Therapists do not prescribe or have access to medication. Most therapists won't even get involved in a custody battle. They know there is a good chance of their records ending up in court and that they themselves will have to testify in court. Of course, therapists are human and can make mistakes, but I find it highly unlikely that a therapist would knowingly and willingly do something like this that is such a major ethical violation. Not only are they losing their license to practice by doing this, they are going to face criminal charges and jail time. If their clinical judgment is that the other parent is a danger to the child, they don't have to resort to illegal means to try to prove this. If you have concrete proof that this has happened then there is a process in which you can file a report against the therapist with their licensure board. Every therapist is licensed in their state. There are different types of licensures so you would need to know this therapist's licensure.Most accusations from the other parent are expected in a custody situation because people do tend to get quite ugly. Don't accuse the therapist or the parent of anything just to try to make yourself look better and them look bad. Have evidence of wrongdoing before accusing them of this. If this has really happened then of course it needs to be reported, but don't try to ruin someone's career unless you are sure this occurred."
They discontinued treatment for no apparent reason after they thought to diagnose me with schizophrenia.,"The general rule against medical abandonment says thst whenever healthcare providers discontinue treatment with you when you still need it, they are legally required to make sure that you have access to another provider of equal or higher ability.In this case, if your treatment team decided to discontinue your treatment based on a diagnosis of schizophrenia, they still will likely be required to provide you with a referral to someone who can provide you with treatment. If you haven't already done so, I'd recommend that you explicitly ask for a referral."
"I had a dispute with my therapist regarding an appointment cancellation. Now, she is blocking me from seeing other psychologists at the same clinic (which takes my insurance), which is also where I get my psychiatric services. There is a strict 48 hour cancellation policy, and my appointments are at 3:00 on Tuesday. I called to cancel at 4:30 the previous Friday. I was late, so we contacted my doctor to tell her that I would be out of town. She said I could do a phone in session. The thing is we do double sessions.","My recommendation would be to try to talk to your therapist about this  from your description, it sounds like you have a legitimate explanation for missing your scheduled session. Maybe if you could explain that to her she would be willing to work with you. If she is not willing to consider your explanation and if she is not willing to continue working with you, she still has an ethical obligation to provide you with referral resources to another therapist."
"I terminated my counseling relationship with a social worker several years ago. I am now realizing that I would like to begin counseling again. The social worker’s voicemail message says that he returns calls in 24 hours, but he hasn't called me back. I called him on the weekend and made it clear that I want him to call me back. Can he just ignore me?","Mental health providers should promptly return calls from current clients as well as from potential clients.  This is even true if the social worker (or counselor) is unable to make an appointment with the caller.  In that case the social worker should call you back to let you know that he is unable to schedule an appointment with you.In addition, mental health providers have an obligation to follow through with their own communication standards.  For example, if the social worker in this case has an outgoing voicemail message that promises returned calls within 24 hours, he has an obligation to follow through on that promise.All that being said, it is also worth remembering that mental health professionals are just people too. It is possible that he had an unforeseen emergency that kept him from from returning your call promptly.In the end, I agree with Sherry's advice. If you feel this social worker is not a good fit for you, you probably should trust your gut and find someone else who is a better fit."
"I terminated my counseling relationship with a social worker several years ago. I am now realizing that I would like to begin counseling again. The social worker’s voicemail message says that he returns calls in 24 hours, but he hasn't called me back. I called him on the weekend and made it clear that I want him to call me back. Can he just ignore me?","Yes, your former social worker should return your phone call.It is the professional ethic to do so and plain human decency to do so.If he doesn't, there is nothing you can directly do about the fact of his ignoring you.There are formal complaints you can make, which you can consider doing.What matters most is receiving social work service.Stick with looking for another social worker who is willing to help you.The self-doubts you mention may be worth examining.They do not, however excuse the social worker mishandling himself."
"I think I have depression, anxiety, bipolar disorder, and I have anger issues. I told my mom over and over again. She told me she would get me a therapist, but she never did. I just found out that my mom can't afford a therapist for me.","It can be difficult to get counseling if you don't feel supported by family members.  There might be a few options.  If you are in school, I'd recommend talking to a school counselor or school nurse.  They often will be able to help you access free or affordable counseling resources in your community.  In addition, depending on where you live, it's also often possible to call 211 for referrals to free or low cost counseling services in your area.I'd encourage you not to give up. You are on the right track."
"I have major depression, severe, PTSD, anxiety disorder, and personality disorder. I had an appointment with my doctor. I was very upset, and I shared with him about that particular drug.","Your doctor might be required to tell your psychiatrist - especially if your doctor is concerned about your safety.It was definitely a good thing that you told your primary care physician about what is going on.  I know that must have been difficult to talk about with him.  By having that conversation, you are helping your primary care physician and your psychiatrist work together to best support your health."
How does a counselor decide when to end counseling sessions or to terminate working with a client?,"There are typically three reasons why therapy is terminated:1) Client has met therapy goals2) Client is not progressing 3) Therapist is not a good fit for clientIn order to properly assess whether therapy is helping and what progress is being made, the therapist needs to have ways of consistently checking in with clients sessions-by-session to determine what is helping, what isn't, and where the client is at in relation to their original therapy goals. When a client has met their goals, that is a good time to end counselling sessions unless the client has new goals or simply wants to check-in periodically to make sure that they are still on track (sometimes referred to as relapse prevention). When a client is not progressing, and feedback has been taken and attempts have been made to make the therapy more helpful for the client but to no avail, than it is considered unethical to continue to work with the client. In these circumstances, referring out to another therapist who may be a better fit is a good idea."
How does a counselor decide when to end counseling sessions or to terminate working with a client?,"Hello. The end of the counselor/client relationship is one of mutual respect and engagement. Counseling sessions can end for any number of reasons. Among them are the client's inability to make forward progress in therapy; the clinician's inability to help the client (for a variety of reasons); a mutually agreed upon time frame for a number of sessions to be provided; or the financial challenges of the client who decides that they need to put their resources elsewhere. In this last case, a counselor should never cancel sessions with a client simply on the basis of the client's inability to pay. That is traditionally seen as an unethical practice. Other arrangements can be made to provide care to the client, which in itself should be paramount.When the client and therapist decide that services are done, it is best if there is at least one or two more sessions to allow a case file review to occur, and to bring an appropriate psychological sense of closure to the client (and vicariously to the clinician as well, those this is perhaps not as important). This transition gives both a sense of having reached the end of a journey...rather than some abrupt departure from it. (An abrupt ending in therapy can have a varying level of impact both emotionally and psychologically on the client and therapist). Sometimes the closure of therapy is the result of a program of therapy being formally completed, in which there is a mutually known (albeit perhaps approximate) date of when that program will be finished. In this case, the client is likely feeling that impending closure and has time to prepare mentally and emotionally from a place of being the client in therapy, to a place of healing, growth and situational resolution.I have always worked in therapy with the following slogan (if you will), that I learned years ago during graduate school: ""Not every therapist is good for every client, and not every client is good for every therapist."" It is perhaps one of the most important guiding views I hold in working with clients. The therapeutic relationship is driven by mutuality - the desire of the client to get better at living life, and the therapist's desire to truly see the client heal and grow. When there is a block in this process from either side that prevents that synergy from occurring, the relationship that should be established may not be able to form. Or, if already formed, may at some point be unable to move forward. In these instances, referring the client to another type of service or clinician is appropriate. Usually, this can be seen pretty quickly by either party, though sometimes it is not always clear.Ultimately, the client and counselor need to work together to discover if the needs of the client (which is paramount) are being met in the therapeutic engagement with their current counselor, or if other arrangements need to be made to go elsewhere. If both are observant in this process, they can work together to maintain that sacred space and continue to reach the goals that have been set. Eventually, therapy will end, but hopefully based on the client's successful journey to the place where they wanted to go, and thus opening the next chapters of their life to a space that is more whole and brighter."
How does a counselor decide when to end counseling sessions or to terminate working with a client?,"Hopefully both the client and counselor would together decide when to terminate counseling sessions. It's really helpful for the client to leave counseling with a solid sense of what he or she has accomplished in counseling, so it can be a good idea to spend some time acknowledging that in the last session or sessions. Sometimes, however, a client has needs beyond the scope of the counselor's expertise. That's a good time for a conversation about those needs and ideas of  how best to meet them, whether by adding in care with an additional mental health professional or transferring care entirely to a new mental health provider."
How does a counselor decide when to end counseling sessions or to terminate working with a client?,"There are different reasons why a counselor may seek to terminate with a client and these will each have different processes by which the counselor will come to that decision. Here are a few examples. The counselor may determine that the client's needs are outside what the counselor is competent to be able to work with. A person may have come to the counselor talking about a particular issue but either when they first met or as counseling progressed, it may become clear that the issue is in fact something different or that there is an additional related issue. If that issue is outside the competence of the counselor, the counselor should look for alternatives, the most common of which would be to terminate and refer. Beyond clinical issues, this could also come up around particular other related facts, such as the culture of the client or linguistic issues. This could also be the choice of the counselor if they know someone that they feel would be a better match for the client's issues. Another reason for discharge (and possible referral) would be if the relationship does not seem to be a good fit. No counselor is the right person to work with everyone. If the right level of connection is not happening, the counselor will often look first at what they are doing, might talk about it with the client and ultimately will admit that things don't seem to be working to allow the desired therapeutic process to work. A similar process would be followed if the counselor determined that the client might not yet be ready for counseling as evidenced by lack of engagement such as frequent cancellations, not doing any agreed on work between sessions, showing up late or being really guarded in session. The easiest situation to decide on is when a person has met their counseling goals and have nothing new that they are working on. While this is the easiest one to determine, it is also probably the hardest one for the counselor as they may be like the client in not wanting the relationship to come to an end. However, counselors know that this is part of the process. They will also determine this by regularly reviewing the treatment plan or by sending in the sessions that the work has come to an end. This type of termination maybe final or may be with the intent that the client will return later to address other things that have been identified but for which they are not ready to move into. All of these (and other) situations involves the counselor being open to the relationship ending, to monitoring how things are going, then engaging in self reflection, possibly talking with the client and then coming to a conclusion on which the counselor  follows through."
How does a counselor decide when to end counseling sessions or to terminate working with a client?,"From the very beginning of counseling sessions I emphasize that the work will and must end at some point.In counseling there is an arc to the process. A beginning, middle and end. I am always digging, searching and exploring. There comes a point where things come to there natural ending.I always leave an opening for continuing counseling in the future. At least as a check in."
How does a counselor decide when to end counseling sessions or to terminate working with a client?,For most:  When the money/insurance runs out.When best:  When the job is done... and you're feeling much better.
How does a counselor decide when to end counseling sessions or to terminate working with a client?,"To be able to identify a clear ending to a counseling relationship, we must have a clear understanding of the goals and limitations of treatment.  Usually, during the initial evaluation, I identify my client’s short term and long term therapy goals.  As therapy progress, we verify goals on a monthly to a quarterly basis, depending on the frequency of the appointments.  Once the therapy goals have been met, there is a closing session, the counseling relationship is ended, and the client can stop attending sessions.  In some cases, the client can also establish new goals and determine if I am a good fit for their therapy needs or if they need a new provider, in which case I provide multiple referrals.The counseling relationship could also end due to other factors like noncompliance= when a client is not committed to the agreed treatment process, or when the client’s or a counselor violates the counseling relationship.  Either the counselor or the client is able to end counseling.  Although, as mental health providers we need to provide a reason for terminating our therapeutic relationship and referral options, as a client no explanation is needed, a closing session is highly recommended.  ¿Cómo termina la terapia?¿Cómo un consejero decide cuando terminar las sesiones de consejería o terminar de trabajar con un paciente?Para poder determinar el final de la relación del consejero, debemos comprender las metas y parámetros de la terapia.  Usualmente durante la evaluación inicial se identifican metas a corto y largo plazo con el cliente, y se discute con el cliente como esas metas serán alcanzadas.  Durante el proceso de terapia el consejero revisa las metas mensual o trimestralmente dependiendo de la frecuencia de las citas.  Ya que las metas de terapia son alcanzadas, hay una sesión de cierre y el cliente puede terminar la terapia.   En algunos casos el cliente puede identificar nuevas metas para la terapia y determinar si el mismo consejero u otro consejero le pueden asistir. 
La relación de consejería también puede terminar por no conformar o violentar los parámetros  establecidos para la terapia.   Tanto el consejero como el cliente pueden terminar la relación de terapia.  Como proveedores de salud mental los consejeros estamos obligados a proveer un razón para la conclusión del tratamiento y proveer referidos según aplique, los clientes no necesitan proveer una explicación, aunque es recomendable discutirlo en una sesión de cierre."
How does a counselor decide when to end counseling sessions or to terminate working with a client?,"It is usually time to end counseling sessions when it is clear to both the client and the counselor that therapeutic goals have been reached and enough improvement has been made that the client can continue without that support. There are exceptions to this rule, but for the most part this is when counselors begin termination. For some clients, this is an easy process that marks the achievements they have made in working through their emotions and difficulties. For some other clients, however, this is a difficult process in which they are losing a valuable support and are understandably anxious about what life will be like without the frequent meetings. Ultimately, termination is different for everyone, and there are many ways that termination can be healthy and helpful."
How does a counselor decide when to end counseling sessions or to terminate working with a client?,"As a therapist who believes in client self-determination above most other elements of the process, I want to as much as possible leave it up to the client to determine when they are finished. In the case of a termination because a client's distress has resolved, I might periodically check in with the client about how therapy has been going, and if we want to re-evaluate where we are.The more unfortunate situation would come about if I felt that I wasn't the best fit for the client. I would offer that in words, and ideas of therapists (with names) of who I thought might be a better fit and why. It still is up to the client whether to continue, however should they want to keep seeing me, a part of the work would be about that want (to see someone who professionally doesn't believe they can help as much as someone else.)I also find it perplexing when I hear a client (or on a personal level) tell me that their therapist said they ""didn't need therapy."" I don't know that I buy into that scenario all that much, because I do believe that yes, not everyone NEEDS therapy, but that everyone CAN benefit from therapy and I don't believe it is the therapist's job to deter someone from ever seeking out help of any kind."
How does a counselor decide when to end counseling sessions or to terminate working with a client?,"Ideally, termination should be a mutual process. It's not that the therapist kicks the client out at some point and says, ""Okay, you're done."" Rather, over time the client will decrease the frequency with which he/she comes to session so that it may start off as weekly, then decrease to biweekly, then perhaps once every three weeks, then once/month and so on. Throughout this process, the therapist and client should have had regular check ins about progress toward goals. If the client feels good about where he/she is in life, he/she might decide to suspend therapy for now. That being said, the therapist should make it very clear that if the client ever decided to return for ""maintenance"" therapy or a check in, he/she would always be welcome. There is no hard and fast rule to ending or a particular time period in which it must end. What matters most is that the client feels good about it and knows that the therapist will always be there should he/she wish to return."
How does a counselor decide when to end counseling sessions or to terminate working with a client?,"For a therapist, deciding to end counseling sessions or terminate working with a client is a thoughtful and intentional decision. One that is not entered into lightly. While there are many considerations counselors take into account, to help answer this question, I'll offer an example of two areas that counselor's take into consideration when ending counseling sessions:Does the client need different or more specialized care than the current counselor can provide? This requires the counselor to determine whether referring the client to another therapist or health care provider is needed.And, has the therapeutic relationship reached treatment goal(s)? While this question is specific to the counselor, I'd like to also add that a client, at any time, can end counseling."
How does a counselor decide when to end counseling sessions or to terminate working with a client?,"In general, I usually let the client decide when this should occur, sometimes with some clients it will be a joint agreement, but even in that case it should weigh mostly on what the client feels. In short, therapy ends when you feel your done.C"
